Training POS tagger....
Averaging weights....
Done!

Training dependency parser....
0 0.622
1 0.706
2 0.749
3 0.774
4 0.794
5 0.809
6 0.822
7 0.831
8 0.840
9 0.846
10 0.849
11 0.853
12 0.857
13 0.859
14 0.862
Averaging weights....
Done!

Saving model to model/parser.pickle
15 . 4 4

0 ROOT ROOT None
1 J.P. 2 2
2 Morgan 3 3
3 posted 0 22
4 a 8 8
5 $ 8 8
6 1.82 7 7
7 billion 5 5
8 loss 3 3
9 for 8 3
10 the 12 12
11 third 12 12
12 quarter 9 9
13 , 3 3
14 reflecting 3 3
15 a 17 17
16 big 17 17
17 addition 14 14
18 to 17 17
19 loan-loss 20 20
20 reserves 18 18
21 . 3 3

0 ROOT ROOT None
1 NCNB 3 3
2 's 1 1
3 profit 6 6
4 more 5 3
5 than 6 6
6 doubled 0 8
7 . 6 6

0 ROOT ROOT None
1 K 2 2
2 mart 3 3
3 agreed 0 23
4 to 5 5
5 acquire 3 3
6 Pace 8 8
7 Membership 8 8
8 Warehouse 5 5
9 for 5 5
10 $ 9 9
11 322 12 12
12 million 10 10
13 , 3 5
14 expanding 3 5
15 its 16 16
16 presence 14 14
17 in 16 14
18 the 21 21
19 growing 21 21
20 wholesale-store 21 21
21 business 17 17
22 . 3 3

0 ROOT ROOT None
1 Markets 0 3
2 -- 1 1

0 ROOT ROOT None
1 Stocks 0 3
2 : 1 1
3 Volume 1 7
4 416,290,000 5 5
5 shares 3 3
6 . 1 3

0 ROOT ROOT None
1 Dow 3 3
2 Jones 3 3
3 industrials 0 21
4 2657.38 3 3
5 , 4 3
6 up 4 3
7 88.12 6 6
8 ; 3 3
9 transportation 3 3
10 1304.23 9 9
11 , 10 3
12 off 10 3
13 102.06 12 12
14 ; 3 3
15 utilities 3 3
16 214.73 15 15
17 , 16 3
18 up 16 3
19 2.77 18 18
20 . 3 3

0 ROOT ROOT None
1 Bonds 0 11
2 : 1 1
3 Shearson 7 7
4 Lehman 7 7
5 Hutton 7 7
6 Treasury 7 7
7 index 1 1
8 3393.51 7 7
9 , 8 7
10 off 8 7

0 ROOT ROOT None
1 Commodities 0 19
2 : 1 1
3 Dow 6 2
4 Jones 6 6
5 futures 6 6
6 index 1 3
7 129.72 6 6
8 , 7 3
9 off 7 2
10 0.15 9 9
11 ; 6 1
12 spot 13 13
13 index 6 1
14 130.16 13 13
15 , 14 13
16 up 14 13
17 0.91 16 16
18 . 1 1

0 ROOT ROOT None
1 Dollar 0 4
2 : 1 1
3 141.85 4 4
4 yen 1 15
5 , 4 4
6 off 4 4
7 0.25 6 6
8 ; 4 4
9 1.8685 10 10
10 marks 4 4
11 , 10 10
12 off 10 4
13 0.0055 12 12
14 . 1 4

0 ROOT ROOT None
1 Monday 0 7
2 , 1 1
3 October 1 1
4 16 3 3
5 , 3 3
6 1989 3 3

0 ROOT ROOT None
1 The 8 8
2 key 8 8
3 U.S. 8 8
4 and 3 3
5 foreign 3 3
6 annual 8 8
7 interest 8 8
8 rates 10 10
9 below 8 8
10 are 0 24
11 a 12 12
12 guide 10 10
13 to 12 12
14 general 15 15
15 levels 13 13
16 but 10 10
17 do 20 20
18 n't 20 20
19 always 20 20
20 represent 10 10
21 actual 22 22
22 transactions 20 20
23 . 10 10

0 ROOT ROOT None
1 PRIME 2 2
2 RATE 0 8
3 : 2 2
4 10 5 5
5 1/2 6 6
6 % 2 2
7 . 2 2

0 ROOT ROOT None
1 The 3 3
2 base 3 3
3 rate 0 15
4 on 3 3
5 corporate 6 6
6 loans 4 4
7 at 3 3
8 large 13 13
9 U.S. 13 13
10 money 13 13
11 center 13 13
12 commercial 13 13
13 banks 7 7
14 . 3 3

0 ROOT ROOT None
1 FEDERAL 2 2
2 FUNDS 0 26
3 : 2 2
4 8 5 5
5 3/4 6 6
6 % 2 2
7 high 6 6
8 , 6 6
9 8 10 10
10 1/2 11 11
11 % 6 6
12 low 11 11
13 , 6 11
14 8 15 15
15 5/8 16 16
16 % 6 19
17 near 16 18
18 closing 19 19
19 bid 17 11
20 , 6 19
21 8 22 22
22 3/4 23 23
23 % 6 19
24 offered 23 23
25 . 2 2

0 ROOT ROOT None
1 Reserves 2 2
2 traded 0 18
3 among 2 2
4 commercial 5 5
5 banks 3 3
6 for 2 2
7 overnight 8 8
8 use 6 6
9 in 2 2
10 amounts 9 9
11 of 10 10
12 $ 16 16
13 1 14 14
14 million 12 12
15 or 16 16
16 more 11 11
17 . 2 2

0 ROOT ROOT None
1 Source 0 11
2 : 1 1
3 Fulton 9 9
4 Prebon 9 9
5 ( 9 6
6 U.S.A 9 9
7 . 9 6
8 ) 9 6
9 Inc 1 1
10 . 1 1

0 ROOT ROOT None
1 DISCOUNT 2 2
2 RATE 0 7
3 : 2 2
4 7 5 5
5 % 2 2
6 . 2 2

0 ROOT ROOT None
1 The 2 2
2 charge 0 16
3 on 2 2
4 loans 3 3
5 to 4 2
6 depository 7 7
7 institutions 5 5
8 by 4 2
9 the 14 14
10 New 14 14
11 York 14 14
12 Federal 14 14
13 Reserve 14 14
14 Bank 8 8
15 . 2 2

0 ROOT ROOT None
1 CALL 2 2
2 MONEY 0 11
3 : 2 2
4 9 9 5
5 3/4 9 6
6 % 9 2
7 to 9 6
8 10 9 9
9 % 2 7
10 . 2 2

0 ROOT ROOT None
1 The 2 2
2 charge 0 12
3 on 2 2
4 loans 3 3
5 to 4 2
6 brokers 5 5
7 on 4 2
8 stock 10 10
9 exchange 10 10
10 collateral 7 7
11 . 2 2

0 ROOT ROOT None
1 COMMERCIAL 2 2
2 PAPER 0 60
3 placed 2 2
4 directly 3 3
5 by 3 3
6 General 9 9
7 Motors 9 9
8 Acceptance 9 9
9 Corp. 5 5
10 : 2 2
11 8.30 12 12
12 % 2 2
13 5 15 12
14 to 15 15
15 44 16 16
16 days 12 12
17 ; 12 12
18 8.20 19 19
19 % 12 12
20 45 22 22
21 to 22 22
22 59 23 23
23 days 19 19
24 ; 12 12
25 8 26 26
26 % 12 12
27 60 29 29
28 to 29 29
29 89 30 30
30 days 26 26
31 ; 12 12
32 7.875 33 33
33 % 12 12
34 90 36 36
35 to 36 36
36 119 37 37
37 days 33 33
38 ; 12 33
39 7.75 40 40
40 % 12 33
41 120 43 43
42 to 43 43
43 149 44 44
44 days 40 40
45 ; 12 33
46 7.625 47 47
47 % 12 33
48 150 50 50
49 to 50 50
50 179 51 51
51 days 47 47
52 ; 12 33
53 7.375 54 54
54 % 12 33
55 180 57 57
56 to 57 57
57 270 58 58
58 days 54 54
59 . 2 2

0 ROOT ROOT None
1 COMMERCIAL 2 2
2 PAPER 0 34
3 : 2 2
4 High-grade 5 6
5 unsecured 6 6
6 notes 2 2
7 sold 6 6
8 through 7 7
9 dealers 8 8
10 by 7 7
11 major 12 12
12 corporations 10 10
13 in 7 7
14 multiples 13 13
15 of 14 14
16 $ 15 15
17 1,000 16 16
18 : 6 6
19 8.40 20 20
20 % 6 6
21 30 22 22
22 days 20 20
23 ; 20 20
24 8.33 25 25
25 % 20 20
26 60 27 27
27 days 25 25
28 ; 20 20
29 8.26 30 30
30 % 20 20
31 90 32 32
32 days 30 30
33 . 2 2

0 ROOT ROOT None
1 CERTIFICATES 0 30
2 OF 1 1
3 DEPOSIT 2 2
4 : 1 1
5 8.05 6 6
6 % 1 1
7 one 8 8
8 month 6 6
9 ; 6 6
10 8.02 11 11
11 % 6 6
12 two 13 13
13 months 11 11
14 ; 6 6
15 8 16 16
16 % 6 6
17 three 18 18
18 months 16 16
19 ; 6 6
20 7.98 21 21
21 % 6 6
22 six 23 23
23 months 21 21
24 ; 6 6
25 7.95 26 26
26 % 6 6
27 one 28 28
28 year 26 26
29 . 1 1

0 ROOT ROOT None
1 Average 0 29
2 of 1 1
3 top 4 4
4 rates 2 2
5 paid 4 4
6 by 5 5
7 major 10 10
8 New 10 10
9 York 10 10
10 banks 6 6
11 on 5 5
12 primary 13 14
13 new 14 14
14 issues 11 11
15 of 14 14
16 negotiable 17 17
17 C.D.s 15 15
18 , 5 5
19 usually 20 20
20 on 5 5
21 amounts 20 20
22 of 21 21
23 $ 27 22
24 1 25 25
25 million 23 23
26 and 27 23
27 more 22 22
28 . 1 1

0 ROOT ROOT None
1 The 3 3
2 minimum 3 3
3 unit 4 4
4 is 0 8
5 $ 4 4
6 100,000 5 5
7 . 4 4

0 ROOT ROOT None
1 Typical 2 2
2 rates 0 23
3 in 2 2
4 the 6 6
5 secondary 6 6
6 market 3 3
7 : 2 2
8 8.40 9 9
9 % 2 2
10 one 11 11
11 month 9 9
12 ; 9 9
13 8.40 14 14
14 % 9 9
15 three 16 16
16 months 14 14
17 ; 9 9
18 8.40 19 19
19 % 9 9
20 six 21 21
21 months 19 19
22 . 2 2

0 ROOT ROOT None
1 BANKERS 2 2
2 ACCEPTANCES 0 34
3 : 2 2
4 8.40 5 5
5 % 2 2
6 30 7 7
7 days 5 5
8 ; 5 5
9 8.35 10 10
10 % 5 5
11 60 12 12
12 days 10 10
13 ; 5 5
14 8.27 15 15
15 % 5 5
16 90 17 17
17 days 15 15
18 ; 5 5
19 8.20 20 20
20 % 5 5
21 120 22 22
22 days 20 20
23 ; 5 5
24 8.15 25 25
25 % 5 5
26 150 27 27
27 days 25 25
28 ; 5 5
29 8.02 30 30
30 % 5 5
31 180 32 32
32 days 30 30
33 . 2 2

0 ROOT ROOT None
1 Negotiable 3 6
2 , 3 6
3 bank-backed 6 6
4 business 6 6
5 credit 6 6
6 instruments 0 13
7 typically 8 8
8 financing 6 6
9 an 11 11
10 import 11 11
11 order 8 8
12 . 6 6

0 ROOT ROOT None
1 LONDON 3 3
2 LATE 3 3
3 EURODOLLARS 0 65
4 : 3 3
5 8 11 6
6 5/8 11 7
7 % 11 3
8 to 11 3
9 8 11 10
10 1/2 11 11
11 % 3 8
12 one 13 13
13 month 11 11
14 ; 11 11
15 8 21 16
16 5/8 21 17
17 % 21 11
18 to 21 11
19 8 21 20
20 1/2 21 21
21 % 11 11
22 two 23 23
23 months 21 21
24 ; 11 11
25 8 31 26
26 9/16 31 27
27 % 31 11
28 to 31 11
29 8 31 30
30 7/16 31 31
31 % 11 11
32 three 33 33
33 months 31 31
34 ; 11 11
35 8 41 36
36 1/2 41 37
37 % 41 11
38 to 41 11
39 8 41 40
40 3/8 41 41
41 % 11 11
42 four 43 43
43 months 41 41
44 ; 11 11
45 8 51 46
46 1/2 51 47
47 % 51 11
48 to 51 11
49 8 51 50
50 3/8 51 51
51 % 11 11
52 five 53 53
53 months 51 51
54 ; 11 11
55 8 61 56
56 1/2 61 57
57 % 61 11
58 to 61 11
59 8 61 60
60 3/8 61 61
61 % 11 11
62 six 63 63
63 months 61 61
64 . 3 3

0 ROOT ROOT None
1 LONDON 4 4
2 INTERBANK 4 4
3 OFFERED 4 4
4 RATES 0 33
5 ( 6 6
6 LIBOR 4 4
7 ) 6 6
8 : 4 4
9 8 10 10
10 1/2 11 11
11 % 4 4
12 one 13 13
13 month 11 11
14 ; 11 11
15 8 16 16
16 1/2 17 17
17 % 11 11
18 three 19 19
19 months 17 17
20 ; 11 11
21 8 22 22
22 7/16 23 23
23 % 11 11
24 six 25 25
25 months 23 23
26 ; 11 11
27 8 28 28
28 3/8 29 29
29 % 11 11
30 one 31 31
31 year 29 29
32 . 4 4

0 ROOT ROOT None
1 The 2 2
2 average 0 22
3 of 2 2
4 interbank 6 6
5 offered 6 6
6 rates 3 3
7 for 6 2
8 dollar 9 9
9 deposits 7 7
10 in 9 2
11 the 13 13
12 London 13 13
13 market 10 10
14 based 2 2
15 on 14 14
16 quotations 15 15
17 at 16 16
18 five 20 20
19 major 20 20
20 banks 17 17
21 . 2 2

0 ROOT ROOT None
1 FOREIGN 3 3
2 PRIME 3 3
3 RATES 0 25
4 : 3 3
5 Canada 3 3
6 13.50 7 7
7 % 5 5
8 ; 5 5
9 Germany 5 5
10 8.50 11 11
11 % 9 9
12 ; 5 5
13 Japan 5 5
14 4.875 15 15
15 % 13 13
16 ; 5 5
17 Switzerland 5 5
18 8.50 19 19
19 % 17 17
20 ; 5 5
21 Britain 5 5
22 15 23 23
23 % 21 21
24 . 3 3

0 ROOT ROOT None
1 These 3 3
2 rate 3 3
3 indications 4 4
4 are 0 16
5 n't 4 4
6 directly 7 7
7 comparable 4 4
8 ; 4 4
9 lending 10 10
10 practices 11 11
11 vary 4 4
12 widely 11 11
13 by 11 11
14 location 13 13
15 . 4 4

0 ROOT ROOT None
1 TREASURY 2 2
2 BILLS 0 50
3 : 2 2
4 Results 2 2
5 of 4 4
6 the 14 14
7 Monday 14 14
8 , 7 7
9 October 7 7
10 16 7 9
11 , 7 9
12 1989 7 9
13 , 7 7
14 auction 5 5
15 of 14 14
16 short-term 19 19
17 U.S. 19 19
18 government 19 19
19 bills 15 15
20 , 19 19
21 sold 19 19
22 at 21 21
23 a 24 24
24 discount 22 22
25 from 24 24
26 face 27 27
27 value 25 25
28 in 21 21
29 units 28 28
30 of 29 29
31 $ 34 34
32 10,000 34 34
33 to 34 34
34 $ 30 30
35 1 34 34
36 million 34 34
37 : 4 4
38 7.37 39 39
39 % 4 4
40 , 39 39
41 13 42 42
42 weeks 39 40
43 ; 39 39
44 7.42 45 45
45 % 39 39
46 , 45 39
47 26 48 48
48 weeks 45 46
49 . 2 2

0 ROOT ROOT None
1 FEDERAL 5 5
2 HOME 5 5
3 LOAN 5 5
4 MORTGAGE 5 5
5 CORP 0 23
6 . 5 5
7 ( 9 9
8 Freddie 9 9
9 Mac 5 5
10 ) 9 9
11 : 5 5
12 Posted 13 13
13 yields 5 5
14 on 13 13
15 30-year 17 17
16 mortgage 17 17
17 commitments 14 14
18 for 13 13
19 delivery 18 18
20 within 19 19
21 30 22 22
22 days. 20 20

0 ROOT ROOT None
1 9.83 2 2
2 % 0 21
3 , 2 2
4 standard 7 7
5 conventional 7 7
6 fixedrate 7 7
7 mortgages 2 2
8 ; 2 2
9 7.875 10 10
10 % 2 2
11 , 10 10
12 2 13 13
13 % 14 19
14 rate 19 19
15 capped 14 14
16 one-year 19 19
17 adjustable 19 19
18 rate 19 19
19 mortgages 10 10
20 . 2 2

0 ROOT ROOT None
1 Source 0 7
2 : 1 1
3 Telerate 5 5
4 Systems 5 5
5 Inc 1 1
6 . 1 1

0 ROOT ROOT None
1 FEDERAL 4 4
2 NATIONAL 4 4
3 MORTGAGE 4 4
4 ASSOCIATION 0 46
5 ( 7 7
6 Fannie 7 7
7 Mae 4 4
8 ) 7 7
9 : 4 4
10 Posted 11 11
11 yields 4 4
12 on 11 11
13 30 16 16
14 year 16 16
15 mortgage 16 16
16 commitments 12 12
17 for 11 11
18 delivery 17 17
19 within 18 18
20 30 21 21
21 days 19 19
22 ( 23 23
23 priced 11 11
24 at 23 23
25 par 24 24
26 ) 23 23
27 .9.82 28 28
28 % 11 11
29 , 28 28
30 standard 33 33
31 conventional 33 33
32 fixed 33 33
33 rate-mortgages 28 29
34 ; 28 28
35 8.70 36 36
36 % 28 28
37 , 36 36
38 6/2 44 44
39 rate 40 44
40 capped 44 39
41 one-year 44 44
42 adjustable 44 44
43 rate 44 44
44 mortgages 36 36
45 . 4 4

0 ROOT ROOT None
1 Source 0 7
2 : 1 1
3 Telerate 5 5
4 Systems 5 5
5 Inc 1 1
6 . 1 1

0 ROOT ROOT None
1 MERRILL 5 5
2 LYNCH 5 5
3 READY 5 5
4 ASSETS 5 5
5 TRUST 0 10
6 : 5 5
7 8.49 8 8
8 % 5 5
9 . 5 5

0 ROOT ROOT None
1 Annualized 3 3
2 average 3 3
3 rate 0 21
4 of 3 3
5 return 4 4
6 after 3 3
7 expenses 6 6
8 for 3 7
9 the 12 12
10 past 12 12
11 30 12 12
12 days 8 8
13 ; 3 3
14 not 16 16
15 a 16 16
16 forecast 3 3
17 of 16 16
18 future 19 19
19 returns 17 17
20 . 3 3

0 ROOT ROOT None
1 Intel 2 2
2 Corp. 3 3
3 said 0 23
4 it 5 5
5 reached 3 3
6 an 7 7
7 agreement 5 5
8 with 7 7
9 Alliant 12 12
10 Computer 12 12
11 Systems 12 12
12 Corp. 8 8
13 to 14 14
14 develop 7 7
15 software 16 16
16 standards 14 14
17 for 14 16
18 Intel 21 21
19 's 18 18
20 i860 21 21
21 microprocessor 17 17
22 . 3 3

0 ROOT ROOT None
1 The 2 2
2 i860 9 4
3 , 2 2
4 introduced 2 28
5 earlier 7 7
6 this 7 7
7 year 4 4
8 , 2 4
9 is 0 4
10 Intel 12 12
11 's 10 10
12 entry 9 9
13 in 12 12
14 the 16 16
15 crowded 16 16
16 market 13 13
17 for 16 16
18 reduced 26 21
19 instruction 26 21
20 set 26 21
21 computing 26 17
22 , 24 21
23 or 24 24
24 RISC 26 26
25 , 24 26
26 computers 17 21
27 . 9 4

0 ROOT ROOT None
1 Intel 10 10
2 , 1 1
3 based 1 1
4 in 3 3
5 Santa 6 6
6 Clara 4 4
7 , 6 6
8 Calif. 6 6
9 , 1 1
10 is 0 30
11 the 13 13
12 market 13 13
13 leader 10 10
14 for 13 13
15 traditional 16 16
16 microprocessors 14 14
17 with 16 16
18 its 20 20
19 8086 20 20
20 family 17 17
21 that 22 22
22 forms 20 20
23 the 24 24
24 heart 22 22
25 of 24 24
26 IBM-compatible 28 28
27 personal 28 28
28 computers 25 25
29 . 10 10

0 ROOT ROOT None
1 Under 7 29
2 the 3 3
3 agreement 1 1
4 , 7 7
5 Intel 7 7
6 will 7 7
7 invest 0 3
8 $ 7 7
9 3 10 8
10 million 8 8
11 to 12 12
12 acquire 7 7
13 a 16 16
14 4 15 15
15 % 16 16
16 stake 12 12
17 in 16 16
18 Alliant 17 17
19 , 18 18
20 a 21 21
21 maker 18 18
22 of 21 21
23 minisupercomputers 22 22
24 for 23 23
25 scientists 24 24
26 and 25 25
27 engineers 25 25
28 . 7 1

0 ROOT ROOT None
1 Alliant 10 10
2 , 1 1
3 based 1 1
4 in 3 3
5 Littleton 4 4
6 , 5 5
7 Mass. 5 5
8 , 1 1
9 will 10 10
10 license 0 36
11 its 13 13
12 parallel-computing 13 13
13 technologies 10 10
14 to 10 10
15 Intel 14 14
16 , 10 10
17 providing 10 18
18 users 17 10
19 a 20 20
20 way 17 10
21 to 22 22
22 let 20 20
23 many 25 25
24 i860 25 25
25 microprocessors 30 22
26 in 25 22
27 a 29 30
28 single 29 30
29 computer 26 30
30 work 22 26
31 on 30 30
32 a 33 33
33 problem 31 31
34 simultaneously 30 22
35 . 10 10

0 ROOT ROOT None
1 Alliant 2 2
2 said 0 13
3 it 4 4
4 plans 2 2
5 to 6 6
6 use 4 4
7 the 8 8
8 microprocessor 6 6
9 in 6 6
10 future 11 11
11 products 9 9
12 . 2 2

0 ROOT ROOT None
1 It 2 2
2 declined 0 14
3 to 4 4
4 discuss 2 2
5 its 6 6
6 plans 4 4
7 for 6 6
8 upgrading 7 7
9 its 12 12
10 current 12 12
11 product 12 12
12 line 8 8
13 . 2 2

0 ROOT ROOT None
1 Omnicare 2 2
2 Inc. 17 17
3 , 2 2
4 which 5 5
5 intends 2 2
6 to 7 7
7 expand 5 5
8 its 9 9
9 position 7 7
10 in 9 9
11 the 15 15
12 medical 15 15
13 and 12 12
14 dental 12 15
15 markets 10 10
16 , 2 2
17 said 0 37
18 it 19 19
19 acquired 17 17
20 a 21 21
21 cotton 19 19
22 and 21 21
23 gauze 25 25
24 products 25 25
25 division 21 21
26 from 19 25
27 closely 28 28
28 held 31 26
29 Sterile 31 31
30 Products 31 31
31 Corp. 26 28
32 for 19 28
33 $ 32 32
34 8.2 35 35
35 million 33 33
36 . 17 17

0 ROOT ROOT None
1 Omnicare 2 2
2 said 0 28
3 it 4 4
4 expects 2 2
5 the 6 6
6 division 8 4
7 to 8 8
8 add 4 6
9 `` 12 8
10 substantial 12 12
11 sales 12 12
12 volume 8 8
13 and 8 8
14 to 15 15
15 make 8 8
16 a 18 18
17 positive 18 18
18 contribution 15 15
19 to 18 18
20 our 21 21
21 earnings 19 19
22 in 15 15
23 1990 22 22
24 and 22 8
25 beyond 22 8
26 . 2 2
27 '' 2 2

0 ROOT ROOT None
1 In 6 6
2 1988 1 1
3 the 5 5
4 Cincinnati 5 5
5 company 6 6
6 earned 0 24
7 $ 6 6
8 3.1 9 9
9 million 7 7
10 , 7 7
11 or 7 7
12 32 13 13
13 cents 7 7
14 a 15 15
15 share 13 13
16 , 7 6
17 on 6 6
18 revenue 17 17
19 of 18 18
20 $ 19 19
21 148.5 22 22
22 million 20 20
23 . 6 6

0 ROOT ROOT None
1 Omnicare 2 2
2 said 0 19
3 the 4 4
4 division 5 5
5 operates 2 2
6 under 5 5
7 the 10 9
8 trade 10 9
9 name 10 6
10 ACCO 6 9
11 and 5 5
12 supplies 5 5
13 the 17 14
14 medical 17 17
15 and 14 14
16 dental 14 17
17 markets 12 12
18 . 2 2

0 ROOT ROOT None
1 The 2 2
2 business 9 9
3 , 2 2
4 based 2 2
5 in 4 4
6 St. 7 7
7 Louis 5 5
8 , 2 2
9 had 26 26
10 sales 9 9
11 of 10 10
12 more 14 14
13 than 14 14
14 $ 11 11
15 14 14 14
16 million 14 14
17 in 9 14
18 the 20 20
19 fiscal 20 20
20 year 17 17
21 ended 20 20
22 March 21 21
23 31 22 22
24 , 26 26
25 Omnicare 26 26
26 said 0 28
27 . 26 26

0 ROOT ROOT None
1 Burmah 3 3
2 Oil 3 3
3 PLC 15 15
4 , 3 3
5 a 8 8
6 British 8 8
7 independent 8 8
8 oil 3 3
9 and 8 8
10 specialty 13 13
11 chemicals 13 13
12 marketing 13 13
13 concern 8 8
14 , 3 3
15 said 0 33
16 SHV 18 18
17 Holdings 18 18
18 N.V. 23 23
19 of 18 18
20 the 21 21
21 Netherlands 19 23
22 has 23 23
23 built 15 15
24 up 23 23
25 a 28 28
26 6.7 27 27
27 % 28 28
28 stake 23 23
29 in 28 28
30 the 31 31
31 company 29 29
32 . 15 15

0 ROOT ROOT None
1 James 2 2
2 Alexander 8 8
3 , 2 2
4 a 6 6
5 Burmah 6 6
6 spokesman 2 2
7 , 2 2
8 said 0 27
9 SHV 12 12
10 had 12 12
11 previously 12 12
12 owned 8 8
13 `` 17 12
14 a 17 13
15 little 17 14
16 under 17 14
17 5 18 18
18 % 12 16
19 '' 18 18
20 of 18 18
21 Burmah 20 20
22 for 12 12
23 about 24 24
24 two 25 25
25 years 22 22
26 . 8 8

0 ROOT ROOT None
1 The 3 3
2 Dutch 3 3
3 company 6 6
4 had 6 6
5 n't 6 6
6 notified 17 17
7 Burmah 6 6
8 of 6 6
9 its 10 10
10 reason 8 8
11 for 10 10
12 increasing 11 11
13 the 14 14
14 stake 12 12
15 , 17 17
16 he 17 17
17 said 0 19
18 . 17 17

0 ROOT ROOT None
1 SHV 23 23
2 , 1 1
3 which 6 6
4 last 5 5
5 year 6 6
6 merged 1 1
7 its 10 10
8 North 10 10
9 Sea 10 10
10 oil 6 6
11 and 10 10
12 gas 13 13
13 operations 10 10
14 with 6 6
15 those 14 14
16 of 15 15
17 Calor 19 19
18 Group 19 19
19 PLC 16 16
20 , 1 1
21 has 23 23
22 been 23 23
23 pegged 0 37
24 by 23 23
25 speculators 24 24
26 as 23 23
27 a 29 29
28 possible 29 29
29 suitor 26 26
30 for 29 29
31 Burmah 32 32
32 Oil 30 30
33 in 23 23
34 recent 35 35
35 weeks 33 33
36 . 23 23

0 ROOT ROOT None
1 SHV 3 3
2 also 3 3
3 owns 0 9
4 40 5 5
5 % 3 3
6 of 5 5
7 Calor 6 6
8 . 3 3

0 ROOT ROOT None
1 Burmah 12 12
2 , 1 1
3 which 4 4
4 owns 1 1
5 the 7 7
6 Castrol 7 7
7 brand 4 4
8 of 7 7
9 lubricant 10 10
10 oils 8 8
11 , 1 1
12 reported 0 34
13 a 16 16
14 17 15 16
15 % 16 16
16 rise 12 12
17 in 16 16
18 net 19 19
19 income 17 17
20 to 16 19
21 # 23 23
22 43.5 23 23
23 million 20 20
24 ( 25 25
25 $ 23 23
26 68.3 27 27
27 million 25 25
28 ) 25 25
29 in 16 19
30 the 32 32
31 first 32 32
32 half 29 29
33 . 12 12

0 ROOT ROOT None
1 J.P. 3 3
2 Industries 3 3
3 Inc. 4 4
4 said 0 28
5 it 6 6
6 signed 4 4
7 a 9 9
8 definitive 9 9
9 agreement 6 6
10 to 11 11
11 sell 9 9
12 its 13 13
13 Builders 16 11
14 ' 13 13
15 Hardware 16 16
16 Group 11 11
17 to 11 11
18 closely 19 19
19 held 21 21
20 Nalcor 21 21
21 Inc. 17 17
22 of 21 21
23 Beverly 24 24
24 Hills 22 22
25 , 24 24
26 Calif 24 24
27 . 4 4

0 ROOT ROOT None
1 Terms 4 4
2 were 4 4
3 n't 4 4
4 disclosed 0 47
5 , 4 4
6 but 4 4
7 a 10 10
8 J.P. 10 10
9 Industries 10 10
10 spokesman 11 11
11 said 4 4
12 the 13 13
13 amount 21 11
14 J.P. 15 15
15 Industries 17 17
16 will 17 17
17 get 13 13
18 for 17 21
19 the 20 20
20 group 18 21
21 is 11 17
22 `` 25 21
23 a 24 22
24 little 25 23
25 better 21 24
26 than 27 27
27 expected 25 24
28 by 27 27
29 the 30 30
30 marketplace 28 28
31 , 21 21
32 and 21 21
33 the 34 34
34 marketplace 37 21
35 had 37 34
36 been 37 37
37 expecting 21 35
38 $ 42 37
39 25 42 40
40 million 42 38
41 to 42 37
42 $ 37 41
43 30 42 44
44 million 42 42
45 . 4 35
46 '' 4 17

0 ROOT ROOT None
1 The 2 2
2 group 3 3
3 consists 0 12
4 of 3 3
5 Weslock 6 6
6 Corp. 4 4
7 and 6 6
8 JPI 10 10
9 Modern 10 10
10 Inc 6 6
11 . 3 3

0 ROOT ROOT None
1 J.P. 2 2
2 Industries 13 13
3 , 2 2
4 which 6 6
5 is 6 6
6 based 2 2
7 in 6 6
8 Ann 9 9
9 Arbor 7 7
10 , 9 9
11 Mich. 9 9
12 , 9 2
13 said 0 32
14 the 15 15
15 sale 16 16
16 completes 13 13
17 a 20 20
18 previously 19 19
19 announced 20 20
20 program 16 16
21 to 22 22
22 divest 20 20
23 itself 22 22
24 of 22 22
25 its 26 26
26 hardware 24 24
27 and 26 26
28 plumbing 30 26
29 supplies 30 30
30 operations 26 26
31 . 13 13

0 ROOT ROOT None
1 The 2 2
2 company 5 5
3 's 2 2
4 remaining 5 5
5 business 6 6
6 is 0 22
7 the 8 8
8 manufacture 6 6
9 and 8 8
10 sale 8 8
11 of 8 10
12 engine 15 11
13 and 12 12
14 transmissions 12 15
15 products 11 8
16 for 15 15
17 industrial 20 20
18 and 17 17
19 transportation 17 20
20 applications 16 16
21 . 6 6

0 ROOT ROOT None
1 Citing 15 15
2 a 6 6
3 $ 6 6
4 3.1 5 5
5 million 3 3
6 provision 1 1
7 for 6 6
8 doubtful 9 9
9 accounts 7 7
10 , 15 15
11 Dallas-based 14 14
12 National 14 14
13 Heritage 14 14
14 Inc. 15 15
15 posted 0 26
16 a 17 17
17 loss 15 15
18 for 17 15
19 its 21 21
20 fourth 21 21
21 quarter 18 18
22 ended 21 21
23 June 22 22
24 30 23 23
25 . 15 15

0 ROOT ROOT None
1 A 2 2
2 unit 16 16
3 of 2 2
4 troubled 6 6
5 Southmark 6 6
6 Corp. 3 3
7 , 16 6
8 the 9 9
9 operator 16 6
10 of 9 9
11 nursing 12 10
12 homes 10 11
13 and 12 12
14 retirement 15 15
15 centers 12 12
16 said 0 52
17 it 18 18
18 sustained 16 16
19 a 21 21
20 net 21 21
21 loss 18 18
22 of 21 21
23 $ 22 22
24 1.6 25 25
25 million 23 23
26 , 23 23
27 or 23 23
28 nine 29 29
29 cents 23 23
